gene_id	external_gene_name	description
Potri.016G054400	Remorin_family_protein	Remorin_family_protein
Potri.016G054500	elongation_factor_family_protein	elongation_factor_family_protein
Potri.016G054600	calcium-dependent_protein_kinase_32	calcium-dependent_protein_kinase_32
Potri.016G054700	seed_imbibition_2	seed_imbibition_2
Potri.016G054800	polygalacturonase_abscission_zone_A._thaliana	polygalacturonase_abscission_zone_A._thaliana
Potri.016G054900	Cellulose_synthase_family_protein	Cellulose_synthase_family_protein
Potri.016G055000	Ribosomal_protein_S5_family_protein	Ribosomal_protein_S5_family_protein
Potri.016G055100	Uncharacterized_protein	Uncharacterized_protein
Potri.016G055200	Protein_of_unknown_function_(DUF1138)	Protein_of_unknown_function_(DUF1138)
Potri.016G055300	Glycolipid_transfer_protein_(GLTP)_family_protein	Glycolipid_transfer_protein_(GLTP)_family_protein
Potri.016G055400	Leucine-rich_repeat_protein_kinase_family_protein	Leucine-rich_repeat_protein_kinase_family_protein
Potri.016G055500	NAC_domain_containing_protein_25	NAC_domain_containing_protein_25
Potri.016G055600	3\'-5\'-exoribonuclease_family_protein	3\'-5\'-exoribonuclease_family_protein
Potri.016G055700	Protein_of_unknown_function_(DUF288)	Protein_of_unknown_function_(DUF288)
Potri.016G055800	NA	NA
Potri.016G055900	NA	NA
Potri.016G056000	sterol_methyltransferase_1	sterol_methyltransferase_1
Potri.016G056100	Protein_of_unknown_function,_DUF642	Protein_of_unknown_function,_DUF642
Potri.016G056200	villin_2	villin_2
Potri.016G056300	NA	NA
Potri.016G056400	Integrase-type_DNA-binding_superfamily_protein	Integrase-type_DNA-binding_superfamily_protein
Potri.016G056500	heat_shock_transcription_factor_B3	heat_shock_transcription_factor_B3
Potri.016G056600	ABC-2_type_transporter_family_protein	ABC-2_type_transporter_family_protein
Potri.016G056700	ABC-2_type_transporter_family_protein	ABC-2_type_transporter_family_protein
Potri.016G056800	Protein_of_unknown_function,_DUF617	Protein_of_unknown_function,_DUF617
Potri.016G056900	NA	NA
Potri.016G057000	Glycosyltransferase_family_61_protein	Glycosyltransferase_family_61_protein
Potri.016G057100	Cyclin-like_family_protein	Cyclin-like_family_protein
Potri.016G057200	NA	NA
Potri.016G057300	UDP-Glycosyltransferase_superfamily_protein	UDP-Glycosyltransferase_superfamily_protein
Potri.016G057400	beta-1,3-glucanase_1	beta-1,3-glucanase_1
Potri.016G057500	NA	NA
Potri.016G057600	beta-1,3-glucanase_1	beta-1,3-glucanase_1
Potri.016G057700	RECA_homolog_3	RECA_homolog_3
Potri.016G057800	Cysteine/Histidine-rich_C1_domain_family_protein	Cysteine/Histidine-rich_C1_domain_family_protein
Potri.016G057900	Cysteine/Histidine-rich_C1_domain_family_protein	Cysteine/Histidine-rich_C1_domain_family_protein
Potri.016G058000	NA	NA
Potri.016G058100	NA	NA
Potri.016G058200	peroxidase_2	peroxidase_2
Potri.016G058300	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.016G058400	homeobox_from_Arabidopsis_thaliana	homeobox_from_Arabidopsis_thaliana
Potri.016G058500	FAR1-related_sequence_5	FAR1-related_sequence_5
Potri.016G058600	homeobox_from_Arabidopsis_thaliana	homeobox_from_Arabidopsis_thaliana
Potri.016G058700	FAR1-related_sequence_5	FAR1-related_sequence_5
Potri.016G058800	peroxidase_2	peroxidase_2
Potri.016G058900	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.016G059000	homeobox_from_Arabidopsis_thaliana	homeobox_from_Arabidopsis_thaliana
Potri.016G059100	FAR1-related_sequence_5	FAR1-related_sequence_5
Potri.016G059200	FAR1-related_sequence_3	FAR1-related_sequence_3
Potri.016G059300	Plant_protein_of_unknown_function_(DUF828)	Plant_protein_of_unknown_function_(DUF828)
Potri.016G059400	NA	NA
Potri.016G059500	WCRKC_thioredoxin_1	WCRKC_thioredoxin_1
Potri.016G059600	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.016G059700	seven_in_absentia_of_Arabidopsis_2	seven_in_absentia_of_Arabidopsis_2
Potri.016G059800	ubiquitin_protein_ligase_5	ubiquitin_protein_ligase_5
Potri.016G059900	spindle_pole_body_component_98	spindle_pole_body_component_98
Potri.016G060000	DNA-3-methyladenine_glycosylase_(MAG)	DNA-3-methyladenine_glycosylase_(MAG)
Potri.016G060100	Aha1_domain-containing_protein	Aha1_domain-containing_protein
Potri.016G060200	NA	NA
Potri.016G060300	Protein_of_unknown_function_DUF106,_transmembrane	Protein_of_unknown_function_DUF106,_transmembrane
Potri.016G060400	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G060500	NA	NA
Potri.016G060600	zinc_finger_protein_8	zinc_finger_protein_8
Potri.016G060700	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.016G060800	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.016G060900	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.016G061000	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.016G061100	Translation_protein_SH3-like_family_protein	Translation_protein_SH3-like_family_protein
Potri.016G061200	NA	NA
Potri.016G061300	low-molecular-weight_cysteine-rich_8	low-molecular-weight_cysteine-rich_8
Potri.016G061400	NA	NA
Potri.016G061500	Leucine-rich_repeat_transmembrane_protein_kinase	Leucine-rich_repeat_transmembrane_protein_kinase
Potri.016G061600	low-molecular-weight_cysteine-rich_8	low-molecular-weight_cysteine-rich_8
Potri.016G061700	DNAse_I-like_superfamily_protein	DNAse_I-like_superfamily_protein
Potri.016G061800	Ubiquitin_carboxyl-terminal_hydrolase_family_protein	Ubiquitin_carboxyl-terminal_hydrolase_family_protein
Potri.016G061900	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G062000	protein_phosphatase_2A-4	protein_phosphatase_2A-4
Potri.016G062100	Phosphatidic_acid_phosphatase_(PAP2)_family_protein	Phosphatidic_acid_phosphatase_(PAP2)_family_protein
Potri.016G062200	Jojoba_acyl_CoA_reductase-related_male_sterility_protein	Jojoba_acyl_CoA_reductase-related_male_sterility_protein
Potri.016G062300	SET_domain_protein_38	SET_domain_protein_38
Potri.016G062400	Protein_of_unknown_function_(DUF620)	Protein_of_unknown_function_(DUF620)
Potri.016G062500	SC35-like_splicing_factor_33	SC35-like_splicing_factor_33
Potri.016G062600	RNA_binding;RNA_binding	RNA_binding;RNA_binding
Potri.016G062700	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G062800	Mediator_complex,_subunit_Med7	Mediator_complex,_subunit_Med7
Potri.016G062900	TRAF-like_superfamily_protein	TRAF-like_superfamily_protein
Potri.016G063000	calmodulin-binding_family_protein	calmodulin-binding_family_protein
Potri.016G063100	ribosomal_protein_S28	ribosomal_protein_S28
Potri.016G063200	ribosomal_protein_5B	ribosomal_protein_5B
Potri.016G063300	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G063400	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G063500	eukaryotic_translation_initiation_factor_3C	eukaryotic_translation_initiation_factor_3C
Potri.016G063600	nucleic_acid_binding;methyltransferases	nucleic_acid_binding;methyltransferases
Potri.016G063700	Vps51/Vps67_family_(components_of_vesicular_transport)_protein	Vps51/Vps67_family_(components_of_vesicular_transport)_protein
Potri.016G063800	zinc_knuckle_(CCHC-type)_family_protein	zinc_knuckle_(CCHC-type)_family_protein
Potri.016G063900	glycerol-3-phosphate_acyltransferase_6	glycerol-3-phosphate_acyltransferase_6
Potri.016G064000	Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein	Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein
Potri.016G064100	ubiquitin-specific_protease_12	ubiquitin-specific_protease_12
Potri.016G064200	NA	NA
Potri.016G064300	Peptidase_M28_family_protein	Peptidase_M28_family_protein
Potri.016G064400	NA	NA
Potri.016G064500	aromatic_and_neutral_transporter_1	aromatic_and_neutral_transporter_1
Potri.016G064600	SPX_(SYG1/Pho81/XPR1)_domain-containing_protein_/_zinc_finger_(C3HC4-type_RING_finger)_protein-related	SPX_(SYG1/Pho81/XPR1)_domain-containing_protein_/_zinc_finger_(C3HC4-type_RING_finger)_protein-related
Potri.016G064700	NA	NA
Potri.016G064800	FAD-linked_oxidases_family_protein	FAD-linked_oxidases_family_protein
Potri.016G064900	RNA_polymerase_subunit_alpha	RNA_polymerase_subunit_alpha
Potri.016G065000	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G065100	NA	NA
Potri.016G065200	Protein_of_unknown_function,_DUF593	Protein_of_unknown_function,_DUF593
Potri.016G065300	elicitor-activated_gene_3-1	elicitor-activated_gene_3-1
Potri.016G065400	NA	NA
Potri.016G065500	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.016G065600	NA	NA
Potri.016G065700	calcium-dependent_protein_kinase_20	calcium-dependent_protein_kinase_20
Potri.016G065800	NA	NA
Potri.016G065900	ABC-2_type_transporter_family_protein	ABC-2_type_transporter_family_protein
Potri.016G066000	carotenoid_isomerase	carotenoid_isomerase
Potri.016G066100	Sucrose-6F-phosphate_phosphohydrolase_family_protein	Sucrose-6F-phosphate_phosphohydrolase_family_protein
Potri.016G066200	NA	NA
Potri.016G066300	NA	NA
Potri.016G066400	RING-H2_group_F2A	RING-H2_group_F2A
Potri.016G066500	FASCICLIN-like_arabinogalactan_protein_17_precursor	FASCICLIN-like_arabinogalactan_protein_17_precursor
Potri.016G066600	TPX2_(targeting_protein_for_Xklp2)_protein_family	TPX2_(targeting_protein_for_Xklp2)_protein_family
Potri.016G066700	calmodulin-domain_protein_kinase_cdpk_isoform_2	calmodulin-domain_protein_kinase_cdpk_isoform_2
Potri.016G066800	NA	NA
Potri.016G066900	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.016G067000	NA	NA
Potri.016G067100	Ribosomal_protein_L22p/L17e_family_protein	Ribosomal_protein_L22p/L17e_family_protein
Potri.016G067200	Dihydroneopterin_aldolase	Dihydroneopterin_aldolase
Potri.016G067300	Plant-specific_transcription_factor_YABBY_family_protein	Plant-specific_transcription_factor_YABBY_family_protein
Potri.016G067400	ubiquitin-specific_protease_8	ubiquitin-specific_protease_8
Potri.016G067500	NA	NA
Potri.016G067600	NA	NA
Potri.016G067700	Glutaredoxin_family_protein	Glutaredoxin_family_protein
Potri.016G067800	MD-2-related_lipid_recognition_domain-containing_protein_/_ML_domain-containing_protein	MD-2-related_lipid_recognition_domain-containing_protein_/_ML_domain-containing_protein
Potri.016G067900	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.016G068000	NA	NA
Potri.016G068100	AGAMOUS-like_80	AGAMOUS-like_80
Potri.016G068200	nuclear_factor_Y,_subunit_A10	nuclear_factor_Y,_subunit_A10
Potri.016G068200	nuclear_factor_Y,_subunit_A2	nuclear_factor_Y,_subunit_A2
Potri.016G068300	chloroplast_RNA-binding_protein_33	chloroplast_RNA-binding_protein_33
Potri.016G068400	TatD_related_DNase	TatD_related_DNase
Potri.016G068500	basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein	basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein
Potri.016G068600	syntaxin_of_plants_121	syntaxin_of_plants_121
Potri.016G068700	Transducin_family_protein_/_WD-40_repeat_family_protein	Transducin_family_protein_/_WD-40_repeat_family_protein
Potri.016G068800	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G068900	RNA_helicase_family_protein	RNA_helicase_family_protein
Potri.016G069000	Ribosomal_protein_L18e/L15_superfamily_protein	Ribosomal_protein_L18e/L15_superfamily_protein
Potri.016G069100	embryo_defective_2016	embryo_defective_2016
Potri.016G069200	Protein_of_unknown_function_(DUF3245)	Protein_of_unknown_function_(DUF3245)
Potri.016G069300	Dof-type_zinc_finger_DNA-binding_family_protein	Dof-type_zinc_finger_DNA-binding_family_protein
Potri.016G069400	plant_U-box_22	plant_U-box_22
Potri.016G069500	plant_U-box_24	plant_U-box_24
Potri.016G069600	BTB/POZ_domain-containing_protein	BTB/POZ_domain-containing_protein
Potri.016G069700	BEL1-like_homeodomain_1	BEL1-like_homeodomain_1
Potri.016G069800	NA	NA
Potri.016G069900	NA	NA
Potri.016G070000	Aluminium_activated_malate_transporter_family_protein	Aluminium_activated_malate_transporter_family_protein
Potri.016G070100	Aluminium_activated_malate_transporter_family_protein	Aluminium_activated_malate_transporter_family_protein
Potri.016G070200	UDP-Glycosyltransferase_superfamily_protein	UDP-Glycosyltransferase_superfamily_protein
Potri.016G070300	NC_domain-containing_protein-related	NC_domain-containing_protein-related
Potri.016G070400	Ribosomal_protein_S8e_family_protein	Ribosomal_protein_S8e_family_protein
Potri.016G070500	Leucine-rich_repeat_protein_kinase_family_protein	Leucine-rich_repeat_protein_kinase_family_protein
Potri.016G070600	NA	NA
Potri.016G070700	NA	NA
Potri.016G070800	damaged_DNA_binding;DNA-directed_DNA_polymerases	damaged_DNA_binding;DNA-directed_DNA_polymerases
Potri.016G070900	nudix_hydrolase_homolog_27	nudix_hydrolase_homolog_27
Potri.016G071000	exocyst_subunit_exo70_family_protein_A2	exocyst_subunit_exo70_family_protein_A2
Potri.016G071100	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.016G071200	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.016G071300	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein	S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein
Potri.016G071400	NA	NA
Potri.016G071500	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family
Potri.016G071500	NDR1/HIN1-like_1	NDR1/HIN1-like_1
Potri.016G071600	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family	Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family
Potri.016G071700	NA	NA
Potri.016G071800	Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein	Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G071900	Eukaryotic_aspartyl_protease_family_protein	Eukaryotic_aspartyl_protease_family_protein
Potri.016G072000	Putative_lysine_decarboxylase_family_protein	Putative_lysine_decarboxylase_family_protein
Potri.016G072100	2-cysteine_peroxiredoxin_B	2-cysteine_peroxiredoxin_B
Potri.016G072200	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.016G072300	E2F_transcription_factor_3	E2F_transcription_factor_3
Potri.016G072400	NA	NA
Potri.016G072500	NA	NA
Potri.016G072600	HVA22-like_protein_J	HVA22-like_protein_J
Potri.016G072700	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G072800	ovate_family_protein_6	ovate_family_protein_6
Potri.016G072900	ovate_family_protein_13	ovate_family_protein_13
Potri.016G073000	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.016G073100	ubiquitin_E2_variant_1D-4	ubiquitin_E2_variant_1D-4
Potri.016G073200	ribosomal_protein_L24	ribosomal_protein_L24
Potri.016G073300	NA	NA
Potri.016G073400	NA	NA
Potri.016G073500	NA	NA
Potri.016G073600	NA	NA
Potri.016G073700	NAD(P)-binding_Rossmann-fold_superfamily_protein	NAD(P)-binding_Rossmann-fold_superfamily_protein
Potri.016G073800	NAD(P)-binding_Rossmann-fold_superfamily_protein	NAD(P)-binding_Rossmann-fold_superfamily_protein
Potri.016G073900	NAD(P)-binding_Rossmann-fold_superfamily_protein	NAD(P)-binding_Rossmann-fold_superfamily_protein
Potri.016G074000	NAD(P)-binding_Rossmann-fold_superfamily_protein	NAD(P)-binding_Rossmann-fold_superfamily_protein
Potri.016G074100	Peptidase_M20/M25/M40_family_protein	Peptidase_M20/M25/M40_family_protein
Potri.016G074200	nitrilase_4	nitrilase_4
Potri.016G074300	NA	NA
Potri.016G074400	Serine_carboxypeptidase_S28_family_protein	Serine_carboxypeptidase_S28_family_protein
Potri.016G074500	AP2/B3-like_transcriptional_factor_family_protein	AP2/B3-like_transcriptional_factor_family_protein
Potri.016G074600	NA	NA
Potri.016G074700	embryo_defective_2735	embryo_defective_2735
Potri.016G074800	TRICHOME_BIREFRINGENCE-LIKE_8	TRICHOME_BIREFRINGENCE-LIKE_8
Potri.016G074900	LETM1-like_protein	LETM1-like_protein
Potri.016G075000	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G075100	NA	NA
Potri.016G075200	decapping_1	decapping_1
Potri.016G075300	Uncharacterised_protein_family_(UPF0497)	Uncharacterised_protein_family_(UPF0497)
Potri.016G075400	Uncharacterised_protein_family_(UPF0497)	Uncharacterised_protein_family_(UPF0497)
Potri.016G075500	Protein_of_unknown_function_(DUF1022)	Protein_of_unknown_function_(DUF1022)
Potri.016G075600	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein	Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein
Potri.016G075700	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G075800	Transducin/WD40_repeat-like_superfamily_protein	Transducin/WD40_repeat-like_superfamily_protein
Potri.016G075900	Vacuolar_protein_sorting_55_(VPS55)_family_protein	Vacuolar_protein_sorting_55_(VPS55)_family_protein
Potri.016G076000	NAC_domain_containing_protein_90	NAC_domain_containing_protein_90
Potri.016G076100	NAC_domain_containing_protein_90	NAC_domain_containing_protein_90
Potri.016G076200	NA	NA
Potri.016G076300	Protein_of_unknown_function,_DUF584	Protein_of_unknown_function,_DUF584
Potri.016G076400	sorting_nexin_1	sorting_nexin_1
Potri.016G076500	Ribosomal_protein_S4	Ribosomal_protein_S4
Potri.016G076600	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G076700	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G076800	Ribosomal_protein_S4	Ribosomal_protein_S4
Potri.016G076900	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G077000	Ubiquitin_supergroup;Ribosomal_protein_L40e	Ubiquitin_supergroup;Ribosomal_protein_L40e
Potri.016G077000	ubiquitin_extension_protein_1	ubiquitin_extension_protein_1
Potri.016G077100	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G077200	Ubiquitin_supergroup;Ribosomal_protein_L40e	Ubiquitin_supergroup;Ribosomal_protein_L40e
Potri.016G077200	ubiquitin_extension_protein_1	ubiquitin_extension_protein_1
Potri.016G077300	NA	NA
Potri.016G077400	cell_wall_invertase_2	cell_wall_invertase_2
Potri.016G077500	cell_wall_invertase_2	cell_wall_invertase_2
Potri.016G077600	phytochrome_A	phytochrome_A
Potri.016G077700	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.016G077800	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G077900	NA	NA
Potri.016G078000	NA	NA
Potri.016G078100	Small_nuclear_ribonucleoprotein_family_protein	Small_nuclear_ribonucleoprotein_family_protein
Potri.016G078200	Rho_GTPase_activating_protein_with_PAK-box/P21-Rho-binding_domain	Rho_GTPase_activating_protein_with_PAK-box/P21-Rho-binding_domain
Potri.016G078300	cinnamyl_alcohol_dehydrogenase_6	cinnamyl_alcohol_dehydrogenase_6
Potri.016G078400	4\'-phosphopantetheinyl_transferase_superfamily	4\'-phosphopantetheinyl_transferase_superfamily
Potri.016G078500	NA	NA
Potri.016G078600	chloroplast_signal_recognition_particle_54_kDa_subunit	chloroplast_signal_recognition_particle_54_kDa_subunit
Potri.016G078700	NA	NA
Potri.016G078800	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein
Potri.016G078900	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein
Potri.016G079000	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein
Potri.016G079100	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein	Serine_protease_inhibitor,_potato_inhibitor_I-type_family_protein
Potri.016G079200	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.016G079300	F-box_family_protein	F-box_family_protein
Potri.016G079400	Glutaredoxin_family_protein	Glutaredoxin_family_protein
Potri.016G079500	NA	NA
Potri.016G079600	alpha_carbonic_anhydrase_1	alpha_carbonic_anhydrase_1
Potri.016G079700	NA	NA
Potri.016G079800	ribosomal_protein_L23AB	ribosomal_protein_L23AB
Potri.016G079900	FUS3-complementing_gene_1	FUS3-complementing_gene_1
Potri.016G080000	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G080100	NA	NA
Potri.016G080200	NA	NA
Potri.016G080300	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.016G080400	Chloroplast-targeted_copper_chaperone_protein	Chloroplast-targeted_copper_chaperone_protein
Potri.016G080500	UDP-glucuronic_acid_decarboxylase_1	UDP-glucuronic_acid_decarboxylase_1
Potri.016G080600	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.016G080700	Ankyrin_repeat_family_protein	Ankyrin_repeat_family_protein
Potri.016G080800	NA	NA
Potri.016G080900	NA	NA
Potri.016G081000	Lipin_family_protein	Lipin_family_protein
Potri.016G081000	phosphatidic_acid_phosphohydrolase_2	phosphatidic_acid_phosphohydrolase_2
Potri.016G081100	Clathrin,_heavy_chain	Clathrin,_heavy_chain
Potri.016G081200	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G081300	Lung_seven_transmembrane_receptor_family_protein	Lung_seven_transmembrane_receptor_family_protein
Potri.016G081400	NA	NA
Potri.016G081500	NA	NA
Potri.016G081600	NA	NA
Potri.016G081700	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein_with_retrovirus_zinc_finger-like_domain	RNA-binding_(RRM/RBD/RNP_motifs)_family_protein_with_retrovirus_zinc_finger-like_domain
Potri.016G081700	arginine/serine-rich_zinc_knuckle-containing_protein_33	arginine/serine-rich_zinc_knuckle-containing_protein_33
Potri.016G081800	NA	NA
Potri.016G081900	NA	NA
Potri.016G082000	CAP_(Cysteine-rich_secretory_proteins,_Antigen_5,_and_Pathogenesis-related_1_protein)_superfamily_protein	CAP_(Cysteine-rich_secretory_proteins,_Antigen_5,_and_Pathogenesis-related_1_protein)_superfamily_protein
Potri.016G082100	aluminum_sensitive_3	aluminum_sensitive_3
Potri.016G082200	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G082300	breast_basic_conserved_1	breast_basic_conserved_1
Potri.016G082400	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.016G082500	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.016G082600	NA	NA
Potri.016G082700	NA	NA
Potri.016G082800	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.016G082900	NA	NA
Potri.016G083000	Thioesterase_superfamily_protein	Thioesterase_superfamily_protein
Potri.016G083100	RNAligase	RNAligase
Potri.016G083200	O-fucosyltransferase_family_protein	O-fucosyltransferase_family_protein
Potri.016G083300	laccase_14	laccase_14
Potri.016G083400	laccase_14	laccase_14
Potri.016G083500	Glutathione_S-transferase_family_protein	Glutathione_S-transferase_family_protein
Potri.016G083600	WRKY_family_transcription_factor_family_protein	WRKY_family_transcription_factor_family_protein
Potri.016G083700	NA	NA
Potri.016G083800	glycine_decarboxylase_complex_H	glycine_decarboxylase_complex_H
Potri.016G083900	Homeodomain-like_superfamily_protein	Homeodomain-like_superfamily_protein
Potri.016G084000	NA	NA
Potri.016G084100	Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein	Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein
Potri.016G084200	hydroxyproline-rich_glycoprotein_family_protein	hydroxyproline-rich_glycoprotein_family_protein
Potri.016G084300	NA	NA
Potri.016G084400	Ribosomal_protein_L4/L1_family	Ribosomal_protein_L4/L1_family
Potri.016G084500	related_to_AP2.7	related_to_AP2.7
Potri.016G084600	NA	NA
Potri.016G084700	RNA_binding_(RRM/RBD/RNP_motifs)_family_protein	RNA_binding_(RRM/RBD/RNP_motifs)_family_protein
Potri.016G084800	ascorbate_peroxidase_2	ascorbate_peroxidase_2
Potri.016G084900	Leucine-rich_repeat_protein_kinase_family_protein	Leucine-rich_repeat_protein_kinase_family_protein
Potri.016G085000	nuclear_factor_Y,_subunit_B10	nuclear_factor_Y,_subunit_B10
Potri.016G085000	nuclear_factor_Y,_subunit_B8	nuclear_factor_Y,_subunit_B8
Potri.016G085100	NA	NA
Potri.016G085200	ubiquitin-protein_ligase_4	ubiquitin-protein_ligase_4
Potri.016G085300	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.016G085400	minichromosome_maintenance_8	minichromosome_maintenance_8
Potri.016G085500	Tudor/PWWP/MBT_superfamily_protein	Tudor/PWWP/MBT_superfamily_protein
Potri.016G085600	NA	NA
Potri.016G085700	DNA_binding	DNA_binding
Potri.016G085800	Ribosomal_protein_S12/S23_family_protein	Ribosomal_protein_S12/S23_family_protein
Potri.016G085900	ROP_interactive_partner_3	ROP_interactive_partner_3
Potri.016G086000	NA	NA
Potri.016G086100	Pentatricopeptide_repeat_(PPR)_superfamily_protein	Pentatricopeptide_repeat_(PPR)_superfamily_protein
Potri.016G086200	alpha/beta-Hydrolases_superfamily_protein	alpha/beta-Hydrolases_superfamily_protein
Potri.016G086300	IQ-domain_2	IQ-domain_2
Potri.016G086400	Nucleotide-diphospho-sugar_transferases_superfamily_protein	Nucleotide-diphospho-sugar_transferases_superfamily_protein
Potri.016G086500	GTP_binding_Elongation_factor_Tu_family_protein	GTP_binding_Elongation_factor_Tu_family_protein
Potri.016G086600	importin_alpha_isoform_9	importin_alpha_isoform_9
Potri.016G086700	Phosphatidic_acid_phosphatase_(PAP2)_family_protein	Phosphatidic_acid_phosphatase_(PAP2)_family_protein
Potri.016G086800	NA	NA
